uid|body|title|url|origin_path|newspaper_uid|host|n_tokens_title|n_tokens_body
bb77bda02c34d6ea253c21d25de46f49|Cae fuego en la calle, y en casa del músico|La magia de Buena Vista Social Club regresa 25 años después|https://elpais.com/revista-de-verano/2021-08-18/la-magia-de-buena-vista-social-club-regresa-25-anos-despues.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|8|5
62369b6fb41fe4173a9a51d2dfaac008|La pandemia de coronavirus está obligando a encontrar nuevas formas de ocio y tienta a pasar más tiempo  al aire libre después de un año encerrados en casa. Esto es lo que asegura el fotógrafo Jakub Zdechovan, uno de los impulsores de|Camperguru, la plataforma que quiere convertirse en la ‘Guía Michelin’ de los campistas|https://elpais.com/tecnologia/2021-08-18/camperguru-la-plataforma-que-quiere-convertirse-en-la-guia-michelin-de-los-campistas.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|7|21
30456c5907696a99e43405b1a0db80a1|Nuestros primos más cercanos entre los grandes simios,|Cuidar de sus amistades es la mejor estrategia para los chimpancés|https://elpais.com/ciencia/2021-08-17/cuidar-de-sus-amistades-es-la-mejor-estrategia-para-los-chimpances.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|5|4
1fb18fdc1c821f13f0195ad22a7943c8|El informe del Grupo Interdisciplinario de Expertos Independientes de la Comisión Interamericana de Derechos Humanos (GIEI-Bolivia) ha concluido que en|El Grupo de Expertos de la CIDH concluye que hubo ejecuciones sumarias y masacres en la crisis política boliviana de 2019|https://elpais.com/internacional/2021-08-17/el-grupo-de-expertos-de-la-cidh-concluye-que-hubo-ejecuciones-sumarias-y-masacres-en-la-crisis-politica-boliviana-de-2019.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|10|10
936fae52e3544b6109a832195aa2ffec|In his iconic 1995 book on the Haitian revolution,|The conquest of Mexico under question, 500 years on|https://english.elpais.com/usa/2021-08-09/the-conquest-of-mexico-under-question-500-years-on.html|output/elpais_2021_08_18_articles.csv|english|english.elpais.com|8|8
349964cc50aed76c4478fa4773be38ed|El amor como amenaza. No como disfrute, como apoyo, como acompañamiento, como catalizador del deseo y los proyectos o formas más fructíferas de vida, sino como una amenaza constante a la seguridad física, a la estabilidad mental y al propio transcurso de la vida y la libertad. Es la propuesta de Cristina Rivera Garza en|Cristina Rivera Garza: “La palabra escrita puede convocar apariciones”|https://elpais.com/babelia/2021-08-17/cristina-rivera-garza-la-palabra-escrita-puede-convocar-apariciones.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|8|26
2b8d5be1929fa294352af11d44991575|El ser humano lleva 400.000 generaciones habitando este orbe de azul y tierra. Ha soportado semanas en las que parecía que nunca dejaría de llover y meses de un estío infinito. Conoce las consecuencias de la aridez. Los acadios desaparecieron hace 4.000 años, los mayas entre los siglos VIII y IX después de Cristo|El control del agua: la guerra económica que se avecina|https://elpais.com/economia/2021-08-15/el-control-del-agua-la-guerra-economica-que-se-avecina.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|5|30
b62c492a669fa22e1e174bad2f695593|En medio de la guerra civil que arrasó Afganistán tras la retirada de las tropas soviéticas, a mediados de los años noventa, surgió una milicia que poco a poco fue conquistando terreno, con una ideología que mezclaba la versión más radical del islam, el|Todas las guerras perdidas de Afganistán|https://elpais.com/babelia/2021-08-18/todas-las-guerras-perdidas-de-afganistan.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|4|21
d7f4a4d932f2f7a3069b7a8ed04384d7|El consejo de administración de EL PAÍS ha ratificado este lunes por unanimidad el nombramiento de Pepa Bueno como directora del periódico, en sustitución de Javier Moreno. El relevo en la dirección del diario se hará efectivo el martes. De acuerdo con el Estatuto de la Redacción de EL PAÍS,|El consejo de administración de EL PAÍS ratifica el nombramiento de Pepa Bueno como directora|https://elpais.com/sociedad/2021-08-02/el-consejo-de-administracion-de-el-pais-ratifica-el-nombramiento-de-pepa-bueno-como-directora.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|8|24
2300859879b755db2306cf923f58b07c|Mustafa Murat Ayhan confesó a principios de agosto haber violado, matado y descuartizado a Azra Gülendam Haytaoglu, estudiante de Periodismo de 21 años. Unos días después, Ümitcan Uygun, principal sospechoso del asesinato de su anterior pareja en 2020, fue detenido por el cargo de homicidio deliberado de Esra Hankulu. Estos hombres han puesto de nuevo a Turquía frente al problema de la violencia contra las mujeres y la impunidad que la rodea. Y las mujeres turcas, una vez más, han exigido en las calles|Las lucha de las mujeres turcas por sus derechos (ahora que nada las protege)|https://elpais.com/planeta-futuro/2021-08-17/las-mujeres-turcas-resisten-las-embestidas-contra-sus-derechos.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|6|46
